Time [s],Temperature [C],DutyCycle [%],Setpoint [C]
953.894113064,86.7,100.0,76.8
955.908907175,86.7,100.0,76.8
957.92446804,86.7,100.0,76.8
959.939578056,86.7,100.0,76.8
961.957373142,86.7,100.0,76.8
963.974331141,86.7,100.0,76.8
965.992533207,86.7,100.0,76.8
968.007852077,86.7,100.0,76.8
970.023101091,86.7,100.0,76.8
972.038361073,86.7,100.0,76.8
974.054004192,86.7,100.0,76.8
976.071993113,86.7,100.0,76.8
978.087958097,86.7,100.0,76.8
980.102423191,86.7,100.0,76.8
982.117612123,87.0,100.0,76.8
984.134059191,87.0,100.0,76.8
986.151736021,87.0,100.0,76.8
988.168148041,87.0,100.0,76.8
990.186444044,87.0,100.0,76.8
992.201273203,87.0,100.0,76.8
994.216652155,87.0,100.0,76.8
996.231338024,87.0,100.0,76.8
998.247033119,87.0,100.0,76.8
1000.26223302,87.0,100.0,76.8
1002.27777219,87.0,100.0,76.8
1004.29679918,87.0,100.0,76.8
1006.31153822,87.0,100.0,76.8
1008.32666707,87.0,100.0,76.8
1010.34191799,87.0,100.0,76.8
1012.3573401,87.0,100.0,76.8
1014.37586403,87.0,100.0,76.8
1016.39148211,87.0,100.0,76.8
1018.40608716,87.0,100.0,76.8
1020.42144799,87.0,100.0,76.8
1022.43762803,87.0,100.0,76.8
1024.45593309,87.0,100.0,76.8
1026.47189617,87.0,100.0,76.8
1028.48976922,87.0,100.0,76.8
1030.50491905,87.0,100.0,76.8
1032.52024221,87.0,100.0,76.8
1034.53593612,87.4,100.0,76.8
1036.55336905,87.4,100.0,76.8
1038.56912518,87.4,100.0,76.8
1040.58576798,87.4,100.0,76.8
1042.60341001,87.4,100.0,76.8
1044.61966515,87.4,100.0,76.8
1046.637959,87.4,100.0,76.8
1048.65363121,87.4,100.0,76.8
1050.66969013,87.4,100.0,76.8
1052.68730116,87.4,100.0,76.8
1054.70212221,87.4,100.0,76.8
1056.71859908,87.4,100.0,76.8
1058.73749304,87.8,100.0,76.8
1060.75700212,87.8,100.0,76.8
1062.77250504,87.8,100.0,76.8
1064.79030013,87.8,100.0,76.8
1066.80555201,87.8,100.0,76.8
1068.82036209,87.8,100.0,76.8
1070.83608699,87.8,100.0,76.8
1072.85246611,87.8,100.0,76.8
1074.87115812,87.8,100.0,76.8
1076.88955998,87.8,100.0,76.8
1078.90459919,88.2,100.0,76.8
1080.91989803,88.2,100.0,76.8
1082.935215,88.2,100.0,76.8
1084.95054817,88.2,100.0,76.8
1086.96612811,88.2,100.0,76.8
1088.9831152,88.2,100.0,76.8
1091.00024509,88.2,100.0,76.8
1093.01815319,88.2,100.0,76.8
1095.03418112,88.2,100.0,76.8
1097.04971409,88.2,100.0,76.8
1099.06762815,88.2,100.0,76.8
1101.08344221,88.2,100.0,76.8
1103.09847522,88.2,100.0,76.8
1105.11332321,88.2,100.0,76.8
1107.12832808,88.2,100.0,76.8
1109.14498806,88.2,100.0,76.8
1111.16365004,88.2,100.0,76.8
1113.18179011,88.2,100.0,76.8
1115.19747305,87.8,100.0,76.8
1117.21349216,87.8,100.0,76.8
1119.23079014,87.8,100.0,76.8
1121.24700618,87.8,100.0,76.8
1123.26173615,88.2,100.0,76.8
1125.27735019,88.2,100.0,76.8
1127.29256916,88.2,100.0,76.8
1129.30758905,88.2,100.0,76.8
1131.32298422,88.6,100.0,76.8
1133.34140706,88.6,100.0,76.8
1135.35677409,88.6,100.0,76.8
1137.37186003,88.6,100.0,76.8
1139.38632607,88.6,100.0,76.8
1141.40154099,88.6,100.0,76.8
1143.41695213,88.6,100.0,76.8
1145.43169212,88.6,100.0,76.8
1147.44847608,88.6,100.0,76.8
1149.46663404,88.6,100.0,76.8
1151.48203921,88.6,100.0,76.8
1153.49798203,88.6,100.0,76.8
1155.51558518,88.6,100.0,76.8
1157.53093004,88.6,100.0,76.8
1159.54644799,88.6,100.0,76.8
1161.56157207,88.6,100.0,76.8
1163.57683611,88.6,100.0,76.8
1165.59266114,88.6,100.0,76.8
1167.61069417,88.6,100.0,76.8
1169.62608218,88.6,100.0,76.8
1171.64169312,88.6,100.0,76.8
1173.66001606,88.6,100.0,76.8
1175.6759851,88.6,100.0,76.8
1177.69401121,89.0,100.0,76.8
1179.70903921,89.0,100.0,76.8
1181.72429204,89.0,100.0,76.8
1183.74017715,89.0,100.0,76.8
1185.75676417,89.0,100.0,76.8
1187.77430606,89.0,100.0,76.8
1189.79061413,89.0,100.0,76.8
